SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,Turnover (Lakh)
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,7.79,7.79,7.79,7.79,7.79,13.29,5.58,8.17(5%),7.41(5%),,,,11.45,3.44,10.0,-0.09,-0.09,-83.22,1.07,-1.29,0.02
MARGOFIN,Margo Finance Limited,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,27.0,26.0,28.2,26.0,27.15,39.3,20.45,29.70(10%),24.30(10%),,,,12.34,5.8,10.0,-1.1,-1.09,-24.46,0.16,-0.66,0.38
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,B ,10.00,Other Textile Products,Consumer Discretionary,62.05,62.0,62.7,61.15,62.06,90.25,43.55,74.40(20%),49.60(20%),0.22,0.43,,1618.9,404.73,10.0,10.27,11.46,6.04,2.7,44.76,26.9
INFY,INFOSYS LTD.,A ,5.00,Computers - Software & Consulting,Information Technology,1599.65,1610.0,1625.6,1603.65,1616.06,1953.7,1367.2,"1,778.20(10%)","1,454.90(10%)",7.05,1.09,17.68,680182.93,591759.15,2.0,50.89,56.82,31.77,9.81,30.89,
INGERRAND,INGERSOLL-RAND (INDIA) LTD.,A ,10.00,Compressors & Pumps,Industrials,1649.7,1658.9,1690.05,1648.85,1669.61,1799.0,900.0,"2,008.50(20%)","1,339.00(20%)",,,,5283.69,1320.92,10.0,34.89,39.36,47.97,9.57,19.96,94.1
INSILCO,INSILCO LTD.,X ,10.00,Industrial Minerals,Commodities,6.34,6.5,6.5,6.11,6.41,11.11,6.01,7.75(20%),5.17(20%),0.12,0.13,,40.51,10.94,10.0,-1.7,-1.69,-3.8,2.48,-65.05,0.81
ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,X ,10.00,Tour- Travel Related Services,Consumer Discretionary,139.7,144.5,144.5,138.0,138.6,159.95,67.65,166.05(20%),110.75(20%),,,,110.64,40.94,10.0,1.33,8.43,103.7,1.16,1.12,5.68
IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,A ,10.00,Engineering- Designing & Construction,Industrials,1796.6,1790.0,1815.0,1765.0,1784.98,2588.0,1500.7,"2,155.20(20%)","1,436.80(20%)",,0.15,2.61,2634.13,1396.09,10.0,107.65,125.99,16.68,3.43,20.57,
ATFL,AGRO TECH FOODS LTD.,A ,10.00,Edible Oil,Fast Moving Consumer Goods,767.85,776.15,790.0,772.6,779.51,1126.2,742.9,938.85(20%),625.95(20%),,,,1906.65,877.06,10.0,7.65,16.05,102.23,4.14,4.05,0.87
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,A ,2.00,Plastic Products - Industrial,Industrials,35.75,36.3,36.3,34.75,35.23,53.5,25.0,41.85(20%),27.95(20%),4.84,7.54,2.66,2110.21,1118.41,1.0,3.26,5.9,10.71,0.46,4.26,
JASCH,JASCH INDUSTRIES LTD.,X ,10.00,Other Textile Products,Consumer Discretionary,169.2,170.4,172.4,167.05,169.2,210.0,107.0,203.45(20%),135.65(20%),0.25,0.12,,192.1,69.16,10.0,19.84,22.45,8.55,2.14,25.04,20.27
JCTLTD,JCT LTD.,X ,2.50,Other Textile Products,Consumer Discretionary,3.66,3.89,4.02,3.74,3.94,8.28,2.41,4.36(10%),3.58(10%),24.26,67.34,2.65,344.73,251.65,10.0,0.11,0.26,35.8,0.98,2.74,
JINDALPOLY,JINDAL POLY FILMS LTD.,A ,10.00,Packaging,Industrials,1071.9,1092.0,1092.0,1058.8,1072.64,1444.4,877.85,"1,286.85(20%)",857.95(20%),,,,4695.65,1173.91,2.0,272.75,307.11,3.93,1.24,31.66,35.19
JSWSTEEL,JSW STEEL LTD.,A ,1.00,Iron & Steel,Commodities,664.25,664.25,673.75,664.25,668.91,789.95,520.1,733.90(10%),600.50(10%),2.3,0.7,4.69,161276.95,62898.01,1.0,51.3,70.7,13.01,2.54,19.53,
UMANGDAIR,UMANG DAIRIES LTD.,B ,5.00,Dairy Products,Fast Moving Consumer Goods,56.15,55.55,56.35,55.15,55.83,93.05,44.55,66.40(20%),44.30(20%),,,,121.79,28.01,10.0,-6.48,-4.14,-8.54,2.61,-30.56,1.0
KAJARIACER,KAJARIA CERAMICS LTD.,A ,1.00,Furniture- Home Furnishing- Flooring,Consumer Discretionary,1142.35,1125.8,1149.0,1117.25,1133.59,1379.0,886.05,"1,346.25(20%)",897.55(20%),0.14,0.12,1.37,17864.3,9289.44,5.0,25.61,30.87,43.81,8.46,19.32,
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,B ,10.00,Cement & Cement Products,Commodities,218.05,218.65,220.0,216.55,217.86,301.2,175.3,261.05(20%),174.05(20%),,,,169.12,72.72,10.0,24.91,27.83,8.73,0.72,8.21,1.02
KSL,KALYANI STEELS LTD.,A ,5.00,Iron & Steel,Commodities,301.75,301.0,305.0,296.55,300.28,450.0,263.7,357.90(20%),238.60(20%),,,,1301.95,455.68,10.0,55.65,66.16,5.36,0.95,17.76,10.42
KANELIND,Kanel Industries Limited,XT,10.00,Trading & Distributors,Services,2.96,3.1,3.1,3.1,3.1,6.99,1.99,3.25(5%),2.95(5%),0.35,1.81,,5.71,5.65,10.0,0.02,0.03,184.12,-0.82,-0.45,5.62
WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,A ,10.00,Household Appliances,Consumer Discretionary,1789.05,1790.0,1816.3,1766.05,1790.33,2549.8,1403.8,"1,968.05(10%)","1,610.25(10%)",,,,22699.27,5674.82,10.0,17.56,28.31,101.86,7.62,7.48,85.35
KGDENIM,KG DENIM LTD.,X ,10.00,Other Textile Products,Consumer Discretionary,35.25,35.25,36.9,33.8,35.43,74.0,29.75,42.20(20%),28.20(20%),,,,90.25,34.29,5.0,-2.75,3.35,-12.8,1.06,-8.3,2.61
KINETICENG,KINETIC ENGINEERING LTD.,X ,10.00,Auto Components & Equipments,Consumer Discretionary,72.75,73.25,79.9,73.25,76.47,116.45,49.55,92.75(20%),61.85(20%),,0.15,,144.58,65.06,5.0,0.8,4.26,96.9,11.35,11.71,11.14
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,A ,2.00,Compressors & Pumps,Industrials,357.1,357.0,358.25,348.25,352.65,428.2,243.0,423.15(20%),282.15(20%),,,,2800.36,896.11,2.0,9.85,14.97,35.81,2.49,6.95,7.25
KIRLOSIND,Kirloskar Industries Ltd,B ,10.00,Castings & Forgings,Industrials,1398.4,1415.85,1415.9,1366.85,1385.59,1764.7,1182.0,"1,647.45(20%)","1,098.35(20%)",,,,1345.51,363.29,1.0,62.09,65,22.11,0.83,3.77,4.43
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,A ,5.00,Pig Iron,Commodities,206.2,205.7,212.2,205.55,210.04,305.75,183.75,252.05(20%),168.05(20%),0.3,0.47,,2915.86,1137.18,10.0,29.27,35.6,7.18,2.18,30.39,98.7
ENVAIREL,ENVAIR ELECTRODYNE LTD.,X ,10.00,Industrial Machinery,Industrials,25.6,25.6,28.15,23.1,27.95,38.8,19.85,30.95(10%),25.35(10%),,,,13.06,6.14,10.0,-1.67,-1.47,-16.85,5.28,-31.35,1.01
KOTAKBANK,KOTAK MAHINDRA BANK LTD.,A ,5.00,Private Sector Bank,Financial Services,1835.1,1835.15,1849.5,1823.65,1838.82,2252.45,1630.0,"2,016.90(10%)","1,650.20(10%)",1.38,0.43,7.87,364039.31,269389.09,2.0,45.34,45.34,40.44,5.02,12.42,
KRIFILIND,Krishna Filament Industries Ltd,XT,10.00,Plastic Products - Industrial,Industrials,5.59,5.86,5.86,5.8,5.82,13.6,3.0,6.09(5%),5.51(5%),,,,4.52,1.72,10.0,0.04,0.04,161.29,-1.58,-0.98,0.04
KSB,KSB Ltd,A ,10.00,Compressors & Pumps,Industrials,1535.7,1553.05,1553.05,1514.3,1531.55,1624.5,959.65,"1,825.60(20%)","1,217.10(20%)",,,,5295.49,1588.65,2.0,41.4,53.81,36.75,5.49,14.95,7.8
LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,A ,10.00,Auto Components & Equipments,Consumer Discretionary,668.4,659.55,684.45,659.55,676.82,735.55,399.05,801.50(20%),534.40(20%),0.23,0.18,1.23,2096.86,1362.96,1.0,84.23,108.58,7.93,1.88,23.7,
TRENT,TRENT LTD.,A ,1.00,Speciality Retail,Consumer Discretionary,1316.4,1319.25,1319.8,1303.0,1311.23,1347.1,852.5,"1,448.15(10%)","1,184.85(10%)",0.42,,1.19,46799.92,29015.95,10.0,7.02,14.99,187.48,17.2,9.18,
LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,A ,10.00,Industrial Machinery,Industrials,10202.95,10202.95,10626.2,10172.65,10395.9,11750.0,7608.3,"12,703.60(20%)","8,469.10(20%)",,,,11309.4,7124.92,10.0,239.38,293.55,44.22,5.7,12.88,30.77
LICHSGFIN,LIC HOUSING FINANCE LTD.,A ,2.00,Housing Finance Company,Financial Services,372.35,382.1,390.35,376.55,384.28,462.5,291.75,417.10(10%),341.30(10%),1.13,3.44,13.2,20858.39,11472.11,2.0,55.62,56.62,6.82,84.45,1240,
LUPIN,LUPIN LTD.,A ,2.00,Pharmaceuticals,Healthcare,660.25,656.0,669.85,654.15,662.88,1158.9,583.05,734.70(10%),601.20(10%),1.31,1.38,9.14,30367.69,16094.88,2.0,-15.78,-4.36,-42.33,1.67,-3.95,
LYKALABS,LYKA LABS LTD.,B ,10.00,Pharmaceuticals,Healthcare,125.5,129.0,135.0,127.3,129.93,267.2,67.15,155.25(20%),103.55(20%),0.16,0.17,,371.25,193.05,10.0,13.91,19.27,9.3,8.35,89.79,21.83
RAMCOCEM,The Ramco Cements Limited,A ,1.00,Cement & Cement Products,Commodities,736.05,735.6,758.8,731.9,748.77,1119.2,575.05,831.60(10%),680.40(10%),0.21,0.19,1.45,17863.7,9646.4,10.0,35.38,52.8,21.37,2.74,12.81,
MAFATIND,MAFATLAL INDUSTRIES LTD.-$,X ,10.00,Other Textile Products,Consumer Discretionary,226.3,222.0,230.0,222.0,227.73,257.85,128.65,249.85(10%),204.45(10%),,,,319.94,89.58,10.0,43.96,54.84,5.17,0.47,9.03,7.4
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,A ,5.00,Iron & Steel Products,Industrials,762.6,762.0,765.75,741.45,753.71,791.55,287.85,894.90(20%),596.60(20%),0.29,0.14,1.04,4996.5,1598.88,2.0,58.45,74.34,12.76,1.39,10.87,
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,A ,10.00,Investment Company,Financial Services,3897.15,3907.75,4160.0,3897.7,4075.66,5023.35,3319.15,"4,899.45(20%)","3,266.35(20%)",,,1.06,4666.17,2239.76,10.0,124.25,125.97,32.86,0.2,0.62,
MAJESAUT,MAJESTIC AUTO LTD.-$,X ,10.00,Diversified Commercial Services,Services,128.75,128.75,130.9,128.0,128.71,166.8,110.05,154.80(20%),103.20(20%),,,,134.13,33.53,5.0,1.47,3.59,88.01,0.33,0.38,0.41
MANALIPETC,MANALI PETROCHEMICAL LTD.,B ,5.00,Petrochemicals,Commodities,106.25,106.15,107.0,103.4,105.27,149.5,80.0,124.70(20%),83.20(20%),1.12,1.42,1.49,1787.93,911.85,10.0,21.9,23,4.75,1.81,38.22,
BARODARY,BARODA RAYON CORPORATION LTD.,XT,10.00,Other Textile Products,Consumer Discretionary,33.65,35.3,35.3,35.3,35.28,35.3,4.42,37.05(5%),33.55(5%),,,,80.88,42.06,10.0,163.49,163.49,0.22,3.24,1498.94,0.02
MFSL,Max Financial Services Ltd,A ,2.00,Life Insurance,Financial Services,822.15,834.0,834.0,815.5,821.2,1136.8,697.05,902.75(10%),738.65(10%),0.18,0.1,,28323.57,17843.85,10.0,0.2,0.29,4128.8,4.2,0.1,85.12
MIDINDIA,MID INDIA INDUSTRIES LTD.,XT,10.00,Other Textile Products,Consumer Discretionary,21.85,21.45,21.45,20.85,21.04,46.45,2.89,22.10(5%),20.00(5%),0.12,,,34.31,16.81,10.0,0.32,0.43,66.11,-7.18,-10.86,1.45
MIRCELECTR,MIRC ELECTRONICS LTD.,B ,1.00,Consumer Electronics,Consumer Discretionary,16.96,16.96,17.65,16.05,16.87,34.9,11.55,19.76(20%),13.18(20%),0.96,1.66,,380.38,174.97,2.0,-0.87,-0.53,-18.95,1.87,-9.87,27.98
CENTENKA,CENTURY ENKA LTD.,B ,10.00,Other Textile Products,Consumer Discretionary,441.35,448.8,456.0,438.0,450.37,671.95,362.6,540.45(20%),360.35(20%),,,,984.15,728.27,10.0,84.28,102.41,5.34,0.79,14.72,15.48
LORDSCHLO,LORDS CHLORO ALKALI LTD.,XT,10.00,Commodity Chemicals,Commodities,198.7,203.8,208.6,191.05,198.12,238.0,47.5,219.00(5%),198.20(5%),0.18,0.16,,524.71,131.18,10.0,12.83,15.72,16.25,4.52,27.78,31.36
SPICEJET,SPICEJET LTD.,A ,10.00,Airline,Services,46.95,46.95,51.4,46.95,50.14,87.25,34.6,59.30(20%),39.60(20%),12.63,16.76,8.4,2975.88,1220.11,10.0,-24.97,-2.94,-1.98,-0.77,38.99,
MOREPENLAB,MOREPEN LABORATORIES LTD.,A ,2.00,Pharmaceuticals,Healthcare,35.5,34.5,36.15,34.5,35.65,62.9,32.35,42.40(20%),28.30(20%),2.84,2.92,1.04,1764.56,1094.03,10.0,1.54,1.95,22.89,2.95,12.89,
MRF,MRF LTD.,A ,10.00,Tyres & Rubber Products,Consumer Discretionary,88677.4,88888.0,89149.75,87904.0,88612.24,89333.0,62944.5,"97,733.65(10%)","79,963.95(10%)",,,2.33,37682.05,18464.2,2.0,1526.33,4359.08,58.21,2.74,4.7,
HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,A ,10.00,Cement & Cement Products,Commodities,187.1,187.0,189.0,185.25,187.07,277.95,164.0,224.60(20%),149.80(20%),0.12,0.11,,4242.2,1315.08,2.0,10.38,15.34,18.04,2.71,15.03,20.06
NCC,NCC Limited,A ,2.00,Civil Construction,Industrials,61.55,61.4,64.2,61.2,62.91,90.4,51.0,75.45(20%),50.35(20%),2.66,4.7,2.96,3949.16,3159.32,2.0,7.89,10.83,7.97,0.67,8.44,
VEDL,Vedanta Limited,A ,1.00,Diversified Metals,Commodities,250.15,251.0,256.7,250.15,254.34,440.75,206.1,278.55(10%),227.95(10%),8.94,4.31,10.95,94138,28241.4,1.0,41.92,50.3,6.04,1.21,20.07,
NAHARSPING,NAHAR SPINNING MILLS LTD.,B ,5.00,Other Textile Products,Consumer Discretionary,310.25,341.9,341.9,312.15,319.24,692.0,272.2,380.50(20%),253.70(20%),,,,1143.63,365.96,2.0,131.46,151.66,2.41,0.71,29.62,11.9
NATPEROX,NATIONAL PEROXIDE LTD.,B ,10.00,Commodity Chemicals,Commodities,1419.15,1414.0,1439.0,1401.0,1414.98,2599.0,1199.95,"1,689.30(20%)","1,126.20(20%)",,,,809.03,234.62,10.0,8.85,39.19,159.1,1.51,0.95,14.96
GRASIM,GRASIM INDUSTRIES LTD.,A ,2.00,Cement & Cement Products,Commodities,1576.6,1582.5,1616.0,1582.5,1602.9,1939.0,1276.9,"1,757.30(10%)","1,437.80(10%)",0.72,0.22,3.57,105165.99,59944.61,10.0,46.35,60.23,34.47,2.16,6.28,
PEL,PIRAMAL ENTERPRISES LTD.,A ,2.00,Other Financial Services,Financial Services,1731.85,1740.0,1772.35,1712.0,1742.71,3013.0,1561.0,"1,900.00(10%)","1,554.60(10%)",0.53,0.51,8.95,41224.38,23085.65,10.0,22.93,23.92,75.33,1.78,2.37,
NIITLTD,NIIT LTD.,A ,2.00,Education,Consumer Discretionary,358.7,364.8,364.8,351.5,356.58,658.55,281.2,423.50(20%),282.40(20%),0.58,0.42,1.49,4733.26,2934.62,1.0,10.51,12.05,33.57,3.47,10.35,
JAYKAY,JAYKAY ENTERPRISES LTD.,X ,1.00,Depositories- Clearing Houses and Other Intermediaries,Financial Services,62.45,62.0,62.0,60.1,61.11,94.6,46.55,73.05(20%),48.75(20%),0.25,,,289.84,156.51,10.0,-0.17,-0.13,-365.96,3.24,-0.89,5.34
NIRLON,NIRLON LTD.,B ,10.00,Diversified Commercial Services,Services,379.55,380.05,384.95,378.0,378.28,444.9,279.15,456.15(20%),304.15(20%),,,,3425.84,959.23,2.0,12.3,20.67,30.92,7.17,23.18,35.92
ONGC,Oil and Natural Gas Corporation Ltd,A ,5.00,Oil Exploration & Production,Energy,136.2,135.9,139.0,133.65,135.95,194.6,108.5,149.85(10%),122.65(10%),15.01,13.17,17.91,171406.3,53135.95,10.0,32.04,45.99,4.25,0.72,17,
OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,T ,10.00,Oil Equipment & Services,Energy,8.49,8.8,8.8,8.07,8.29,12.92,6.27,8.61(5%),7.79(5%),,,,36.32,16.71,10.0,-11.52,-7.14,-0.71,-0.29,40.38,0.21
ORIENTHOT,ORIENTAL HOTELS LTD.,B ,1.00,Hotels & Resorts,Consumer Discretionary,67.15,67.75,73.8,67.55,70.87,73.8,33.3,87.80(20%),58.60(20%),1.45,4.59,3.25,1307.35,418.35,10.0,0.81,2.23,89.91,5.09,5.66,
OSWALAGRO,OSWAL AGRO MILLS LTD.,B ,10.00,Trading & Distributors,Services,38.3,38.2,38.45,37.25,37.83,45.3,13.5,45.15(20%),30.15(20%),,0.11,,505.39,293.13,10.0,0.2,0.23,186.77,0.85,0.45,4.06
INDSUCR,INDIAN SUCROSE LTD.,X ,10.00,Sugar,Fast Moving Consumer Goods,60.15,60.0,61.45,59.7,60.26,99.0,39.5,72.15(20%),48.15(20%),,,,104.52,37.63,10.0,21.45,25.46,2.8,0.69,24.57,4.07
RELIANCE,RELIANCE INDUSTRIES LTD.,A ,10.00,Refineries & Marketing,Energy,2571.4,2577.0,2578.0,2527.5,2543.16,2855.0,2065.8,"2,787.30(10%)","2,280.60(10%)",6.73,1.34,33.97,1714256.39,857128.19,10.0,67.37,82.18,37.61,3.64,9.67,
PILITA,Pil Italica Lifestyle Ltd,B ,1.00,Plastic Products - Consumer,Consumer Discretionary,7.94,8.15,8.39,7.98,8.17,16.03,5.41,9.61(20%),6.41(20%),0.76,0.83,,188.24,94.12,10.0,0.07,0.1,112.18,2.83,2.52,6.82
RAYMOND,RAYMOND LTD.,A ,10.00,Garments & Apparels,Consumer Discretionary,965.6,956.0,977.4,956.0,969.92,1280.0,390.0,"1,018.55(5%)",921.55(5%),0.13,,,6457.98,3228.99,10.0,-32.22,-13.56,-30.1,3.56,-11.84,68.26
PIDILITIND,PIDILITE INDUSTRIES LTD.,A ,1.00,Specialty Chemicals,Commodities,2554.2,2557.0,2648.2,2557.0,2617.49,2764.6,1988.6,"2,903.80(10%)","2,375.90(10%)",0.38,0.87,22.76,134183.3,40254.99,5.0,24.96,28.4,105.77,20.91,19.77,
PIXTRANS,PIX TRANSMISSIONS LTD.,B ,10.00,Rubber,Industrials,932.45,942.25,947.5,914.95,924.7,1174.8,651.55,"1,107.10(20%)",738.10(20%),,,,1257.06,427.4,10.0,45.52,60.53,20.27,3.64,17.94,32.47
BIRLACORPN,BIRLA CORPORATION LTD.,A ,10.00,Cement & Cement Products,Commodities,978.3,976.0,1010.05,976.0,997.11,1649.0,822.8,"1,192.70(20%)",795.20(20%),,,,7653.95,2831.96,10.0,26.35,49.32,37.72,1.47,3.91,95.99
SURYAROSNI,SURYA ROSHNI LTD.,A ,10.00,Iron & Steel Products,Industrials,370.65,370.7,377.45,369.6,373.77,868.4,343.0,445.60(20%),297.10(20%),0.1,,,2020.48,707.17,10.0,37.6,57.52,9.88,1.31,13.24,20.76
PRIMESECU,PRIME SECURITIES LTD.,B ,5.00,Other Financial Services,Financial Services,111.95,113.4,116.6,113.0,113.27,133.25,76.95,137.45(20%),91.65(20%),,,,360.97,306.83,5.0,4.51,4.73,25.42,3.48,13.71,1.11
PRSMJOHNSN,Prism Johnson Ltd,A ,10.00,Cement & Cement Products,Commodities,119.15,119.0,125.0,119.0,122.08,160.0,96.75,148.30(20%),98.90(20%),2.67,0.9,1.1,6221.49,1493.16,5.0,2.62,8.33,47.14,4.9,10.4,
RAIN,Rain Industries Ltd,A ,2.00,Petrochemicals,Commodities,189.75,191.85,195.25,188.5,191.48,259.4,128.65,209.00(10%),171.00(10%),3.87,4.55,8.71,6390.57,3514.81,10.0,0.82,0.84,230.86,7.07,3.06,
AMJLAND,AMJ Land Holdings Ltd,B ,2.00,Residential- Commercial Projects,Consumer Discretionary,26.05,25.5,26.4,25.2,25.95,42.5,23.15,31.20(20%),20.80(20%),,,,106.6,35.18,10.0,2.04,2.5,12.73,0.83,6.56,2.2
PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,B ,10.00,Telecom -  Equipment & Accessories,Telecommunication,38.95,39.5,39.5,38.05,39.07,49.6,28.1,46.50(20%),31.00(20%),,,,46.59,13.51,5.0,-10.39,-10.15,-3.73,1.35,-36.29,0.33
RSWM,RSWM LTD.,B ,10.00,Other Textile Products,Consumer Discretionary,393.95,393.45,406.0,393.45,401.58,572.6,284.2,483.00(20%),322.00(20%),0.11,,,947.92,436.04,1.0,101.9,149.91,3.95,0.95,24.03,34.99
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,B ,10.00,Sugar,Fast Moving Consumer Goods,36.9,36.75,37.25,36.1,36.81,48.0,21.9,40.80(10%),33.40(10%),,,,122.93,51.63,10.0,-0.96,6.32,-38.71,0.47,-1.22,2.22
RALLIS,RALLIS INDIA LTD.,A ,1.00,Pesticides & Agrochemicals,Commodities,222.95,224.0,230.7,223.55,227.48,324.85,182.55,272.20(20%),181.50(20%),0.31,0.7,1.6,4411.53,2161.65,1.0,7.68,11.82,29.54,2.6,8.8,
RAMANEWS,SHREE RAMA NEWSPRINT LTD.,B ,10.00,Paper & Paper Products,Commodities,16.75,16.6,16.65,16.0,16.37,24.1,14.3,19.65(20%),13.15(20%),,,,241.94,60.48,10.0,-4.73,-2.79,-3.47,0.94,-26.97,0.52
RAMAPPR-B,RAMA PAPER MILLS LTD.,X ,10.00,Paper & Paper Products,Commodities,20.55,19.75,24.5,19.5,22.48,30.35,13.78,26.55(20%),17.75(20%),,,,16.79,13.27,10.0,2.39,6.99,9.26,2.71,29.32,0.69
RAMAPETRO,RAMA PETROCHEMICALS LTD.,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,4.25,4.25,4.45,4.04,4.31,6.76,2.36,4.26(5%),3.86(5%),,,,4.25,2,10.0,-0.01,-0.01,-283.37,-0.08,0.03,0.17
RAPICUT,RAPICUT CARBIDES LTD.,X ,10.00,Industrial Machinery,Industrials,56.15,58.5,59.0,54.35,58.4,75.95,28.75,64.35(10%),52.65(10%),,,,31.42,18.22,10.0,-0.95,0.25,-61.61,1.4,-2.27,4.36
WELSPLSOL,Welspun Specialty Solutions Ltd,X ,6.00,Iron & Steel Products,Industrials,17.3,17.3,17.7,17.0,17.17,25.15,11.5,20.75(20%),13.85(20%),1.01,0.81,,917.05,421.84,10.0,-0.48,-0.21,-35.73,123.57,-341.29,13.99
ROLTA,ROLTA INDIA LTD.,B ,10.00,IT Enabled Services,Information Technology,5.54,5.69,5.74,5.27,5.48,8.96,3.95,5.53(5%),5.01(5%),1.9,2.96,,87.42,84.8,10.0,-61.21,-57.94,-0.09,-0.03,29.55,16.21
RUBFILA,RUBFILA INTERNATIONAL LTD.,X ,5.00,Tyres & Rubber Products,Consumer Discretionary,79.65,79.3,81.55,78.6,80.18,129.0,74.0,94.60(20%),63.10(20%),0.64,1.25,1.0,427.9,171.16,2.0,7.93,8.97,9.94,1.87,18.77,
PATANJALI,Patanjali Foods Ltd,T ,2.00,Edible Oil,Fast Moving Consumer Goods,1117.3,1120.0,1126.45,1100.0,1111.3,1228.0,706.0,"1,166.20(5%)","1,055.20(5%)",0.29,0.16,1.82,40206.77,5628.95,10.0,22.27,26.05,49.87,6.52,13.07,
SALORAINTL,SALORA INTERNATIONAL LTD.,X ,10.00,Trading & Distributors,Services,39.5,39.5,41.0,38.05,39.23,56.9,31.95,46.55(20%),31.05(20%),,,,34.17,10.94,10.0,27.3,27.8,1.42,0.51,35.61,0.23
JINDALSAW,JINDAL SAW LTD.,A ,2.00,Iron & Steel Products,Industrials,91.1,91.0,93.1,85.0,88.6,140.85,75.1,103.90(20%),69.30(20%),1.03,3.11,2.76,2769.07,996.87,10.0,12.68,24.31,6.83,0.37,5.41,
JKLAKSHMI,JK LAKSHMI CEMENT LTD.,A ,5.00,Cement & Cement Products,Commodities,459.75,458.3,467.5,450.05,462.11,746.5,368.65,557.10(20%),371.40(20%),0.19,0.31,1.43,5462.83,2895.3,10.0,34.71,51.01,13.38,2.23,16.65,
SHREECEM,SHREE CEMENT LTD.,A ,10.00,Cement & Cement Products,Commodities,20673.5,20894.9,21284.05,20779.1,20998.46,31441.05,17900.0,"23,373.95(10%)","19,124.15(10%)",,,1.13,76668.16,28367.22,2.0,562.75,876.47,37.76,4.44,11.76,
SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,XT,10.00,Paper & Paper Products,Commodities,15.75,15.75,15.75,15.05,15.73,34.55,11.45,16.50(5%),15.00(5%),,,,18.15,10.53,10.0,-0.97,1.82,-16.18,1.08,-6.66,0.04
RELINFRA,RELIANCE INFRASTRUCTURE LTD.,B ,10.00,Electric Utilities,Utilities,121.35,122.5,124.05,119.25,121.65,149.5,58.0,143.90(20%),96.00(20%),6.24,2.57,3.13,3154.57,2965.29,10.0,-14,-12.41,-8.57,0.31,-3.63,
TATAPOWER,TATA POWER CO.LTD.,A ,1.00,Electric Utilities,Utilities,227.7,228.95,233.1,227.7,230.5,298.0,121.75,255.30(10%),208.90(10%),17.46,18.67,43.03,74163.83,39306.83,10.0,13.04,15.77,17.8,6.82,38.29,
SPMLINFRA,SPML Infra Limited,T ,2.00,Civil Construction,Industrials,37.1,36.85,38.95,36.5,38.16,75.4,9.85,40.85(5%),37.05(5%),0.19,0.11,,166.24,108.06,10.0,2.2,3.06,17.73,0.53,3.01,4.33
SUNDRMFAST,SUNDRAM FASTENERS LTD.,A ,1.00,Fastener,Consumer Discretionary,826.25,832.65,861.3,802.75,828.12,993.0,674.8,"1,013.70(20%)",675.80(20%),,,,17750.59,8875.3,2.0,20.23,27.56,41.76,6.97,16.7,67.61
SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,A ,10.00,Iron & Steel,Commodities,82.45,83.1,84.2,82.55,83.54,136.1,58.7,100.60(20%),67.10(20%),0.35,,,1511.14,559.12,5.0,12.01,16.24,6.98,0.87,12.46,6.7
SPLPETRO,SUPREME PETROCHEM LTD.,A ,4.00,Petrochemicals,Commodities,792.05,801.0,821.0,792.9,807.44,1027.05,602.2,970.90(20%),647.30(20%),,,,7607.21,2586.45,10.0,75.1,79.61,10.77,5.02,46.59,58.56
SWARAJENG,SWARAJ ENGINES LTD.,A ,10.00,Diesel Engines,Industrials,1571.65,1584.95,1595.25,1570.0,1587.38,1872.0,1292.55,"1,891.05(20%)","1,260.75(20%)",,,,1913.85,899.51,2.0,94.99,109.83,16.59,6.26,37.74,2.37
TATAELXSI,TATA ELXSI LTD.,A ,10.00,Computers - Software & Consulting,Information Technology,8952.45,8950.0,9420.55,8890.0,9261.07,9420.55,4112.0,"11,175.05(20%)","7,450.05(20%)",0.21,0.45,41.68,57995.25,31897.39,2.0,99.72,109.44,93.39,36.23,38.79,
